DomainName	Company	Category	Description	
peer39.net	Sizmek	Advertising	Sizmek, formally MediaMind, is a leading global provider of digital advertising campaign management solutions to advertising agencies and advertisers. MediaMind provides media and creative agencies, advertisers and publishers with an integrated platform to manage campaigns across digital media channels and a variety of formats, including rich media, in-stream video, display and search.	
peerius.com	Peerius	Web Personalization	The trusted partner for personalisation and recommendations. Creating individualised user experiences that drives engagement and increase sales.	
pejs.net	47Line Technologies	Cloud Access Solutions	47Line - Simplify Cloud Access with products; Batchly : Cloud Scale Scheduler &amp; PriorityEngine : Handle Heavy Website Traffic for Airline, Ticketing, E-Commerce.	
performgroup.com	PERFORM	Sports News	PERFORM commercialises multimedia sports content across internet-enabled digital platforms, driving revenues through a mix of Content Distribution, Advertising & Sponsorship and developing Subscription Platforms.	
persuasionapi.com	Science Rockstars	Web Personalization	Our API analyzes customer data to show how customers can be influenced - the messages that make them move into action, how much they spend, even how they use your webstore. These behavioral customer-specific insights enable businesses to advertise and communicate in more effective and meaningful ways.	
photobucket.com	PhotoBucket	Photographic Gallery	Free image hosting, easy photo sharing, and photo editing. Upload pictures and videos, create with the online photo editor, or browse a photo gallery or album.	
photorank.me	Olapic	CDN	With over 100 successful implementations and integrations with leading ecommerce platforms, Olapic provides the most flexible and robust solution for bringing customer-generated visual content into ecommerce.	
pingdom.net	Pingdom (Solarwinds)	Performance	Pingdom Website Monitoring – With Pingdom&#039;s website monitoring you&#039;ll be the first to know when your website is down.	
pinimg.com	Pinterest	CDN Images	Pinterest is a visual discovery tool that you can use to find ideas for all your projects and interests.	
pinterest.com	Pinterest	Social Media	Pinterest is a visual discovery tool that you can use to find ideas for all of your projects and interests.	
pipol.com	Press+	Advertising	As the leading provider of online subscription services for news websites, Press+ has helped over 500 publishers around the world create new revenue streams from their most engaged digital readers – while preserving all of their existing advertising revenue and online audience.	
pixel.wp.com	Wordpress	Internet Hosting	Open source WordPress is the most popular online publishing platform, currently powering more than 20% of the web. We wanted to bring the WordPress experience to an even larger audience, so in 2005 we created WordPress.com. We’re a hosted version of the open source software. Here, you can start a blog or build a website in seconds without any technical knowledge.	
player.simplestream.com	Simplestream	Media Provision	Simplestream is a leading provider of Live Streaming, CatchupTV and Media Management solutions for broadcast and media clients.	
plus.google.com	Google	Social Media	The Google+ API is the programming interface to Google+. You can use the API to integrate your app or website with Google+. This enables users to connect with each other for maximum engagement using Google+ features from within your application.	
po.st	RadiumOne Inc	Social Media	Po.st, the leading social sharing platform, is an advanced link shortener and an aggregated sharing tool for publishers.	
pointroll.com	Pointroll (Garnett)	Advertising	Great ads know how to go with the flow. We serve dynamic brand content via intelligent ads a la product availability, pricing or promotions, local messaging and imagery that change based on geography, day part, publisher, placement or individual user behavior.	
polarmobile.com	Polar Mobile Group Inc.	Advertising	MediaVoice is used by premium publishers around the world to create, present, service, and report their direct-sold native ad programs.	
poll.fm	PollDaddy (Automattic)	Market Research (Surveys)	Polldaddy: Online survey software.	
pollware-cdn.sodahead.com	SodaHead	Surveys	Pollware for publishers to generate revenue with custom polling	
populisengage.com	Populis	Advertising	Combining leading media brands with a wide network of influencers connected to our platform, and providing a wide range of advertising and content marketing solutions, Populis is an innovative and effective solution to connect with your audience.	
postrelease.com	Nativo Inc	Advertising	Nativo enables you to get more out of your content marketing by making it easy to distribute your content to highly targeted audiences across forums, blogs, and content sites. It's the control of display advertising with the deeper engagement of content.	
